,img_link,name,price(in Rs.),Processor_Type,Ram(GB),OS,SSD(GB),HDD(GB),similarity
686,https://rukminim1.flixcart.com/image/312/312/kh9gbrk0/computer/e/6/d/asus-na-thin-and-light-laptop-original-imafxbj7gbsraqzk.jpeg?q=70,ASUS,41990,Intel Core i3,8,Windows,512,0,0.2481865046555032
687,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70,MSI,76490,Intel Core i7,8,Windows,512,0,0.2481865046555032
688,https://rukminim1.flixcart.com/image/312/312/l4n2oi80/computer/i/g/f/-original-imagfhpzm88zjzyc.jpeg?q=70,ASUS,191990,Intel Core i9,16,Windows,1000,0,0.24819004581481674
689,https://rukminim1.flixcart.com/image/312/312/kzvlua80/computer/v/k/o/vostro-3510-thin-and-light-laptop-dell-original-imagbscgmx366uhv.jpeg?q=70,DELL,42890,Intel Core i3,8,Windows,256,1000,0.9999681001143707
690,https://rukminim1.flixcart.com/image/312/312/krdtlzk0/computer/l/k/r/na-laptop-dell-original-imag57f9psmfjcxs.jpeg?q=70,DELL,49890,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
691,https://rukminim1.flixcart.com/image/312/312/l12h1u80/computer/2/s/q/14-dy1048tu-thin-and-light-laptop-hp-original-imagcpuvfpshgd7q.jpeg?q=70,HP,69490,Intel Core i5,16,Windows,512,0,0.24833583907813359
692,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/p/i/1/crosshair-15-b12uez-gaming-laptop-msi-original-imageymuhhs7djjf.jpeg?q=70,MSI,110990,Intel Core i7,16,Windows,1000,0,0.24819004581481674
693,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/3/q/k/lenovo-original-imag3eht25nykhjn.jpeg?q=70,Lenovo,62990,Intel Core i5,8,Windows,512,0,0.2481846130189073
694,https://rukminim1.flixcart.com/image/312/312/l5iid8w0/computer/l/b/n/inspiron-7420-2-in-1-laptop-dell-original-imagg6d9yurcdzg3.jpeg?q=70,DELL,64490,Intel Core i3,8,Windows,512,0,0.2481846130189073
695,https://rukminim1.flixcart.com/image/312/312/jqb8ccw0/computer/x/g/g/asus-na-laptop-original-imafccy6gshnz6ct.jpeg?q=70,ASUS,28990,Intel Core i3,4,Windows,0,1000,0.9686964261654254
696,https://rukminim1.flixcart.com/image/312/312/kgtqhe80/computer/h/a/y/dell-original-imafwyv9f2e52zzh.jpeg?q=70,DELL,42990,Intel Core i3,8,Windows,0,1000,0.9687342011125857
697,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/i/m/-original-imaghumybbu927s4.jpeg?q=70,DELL,91958,Intel Core i5,16,Windows,512,0,0.24833583907813359
700,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imaghhe6ttguxzkq.jpeg?q=70,acer,59990,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
701,https://rukminim1.flixcart.com/image/312/312/jkcwakw0/computer/h/g/x/asus-na-laptop-original-imaf7qdpm99pq4yd.jpeg?q=70,ASUS,209690,Intel Core i9,16,Windows,1000,0,0.24819004581481674
702,https://rukminim1.flixcart.com/image/312/312/kawtvgw0/computer/g/h/h/msi-na-thin-and-light-laptop-original-imafsdbjzkxx2ssf.jpeg?q=70,MSI,74990,Intel Core i7,16,Windows,512,0,0.24833773002254858
704,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/o/l/w/15-fa0353tx-gaming-laptop-hp-original-imaggytdx6zpv6qg.jpeg?q=70,HP,88570,Intel Core i7,8,Windows,512,0,0.2481865046555032
705,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/f/r/-original-imagjfgyxmcz7scf.jpeg?q=70,Infinix,42990,Intel Core i5,8,Windows,512,0,0.2481846130189073
706,https://rukminim1.flixcart.com/image/312/312/kolsscw0/computer/w/p/g/na-2-in-1-laptop-hp-original-imag3ff2hphu2zmy.jpeg?q=70,HP,81600,AMD Ryzen 7,16,Windows,1000,0,0.24818907729853307
708,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/l/7/m/-original-imagetj2awbvdju6.jpeg?q=70,ASUS,122990,Intel Core i7,16,Windows,1000,0,0.24819101433110038
709,https://rukminim1.flixcart.com/image/312/312/kxuqdu80/computer/o/u/j/lenovo-core-i5-laptop-lenovo-original-imaga7u8ehmnfggx.jpeg?q=70,Lenovo,47990,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
710,https://rukminim1.flixcart.com/image/312/312/klphn680/computer/l/e/0/x515ja-ej302ts-thin-and-light-laptop-asus-original-imagyrtfuhpeznaj.jpeg?q=70,ASUS,35990,Intel Core i3,8,Windows,256,0,0.2483372531641191
711,https://rukminim1.flixcart.com/image/312/312/ks4yz680/computer/q/5/z/x409fa-ek617t-thin-and-light-laptop-asus-original-imag5rwhrgjtgkyq.jpeg?q=70,ASUS,30650,Intel Core i3,4,Windows,0,1000,0.9686964261654254
712,https://rukminim1.flixcart.com/image/312/312/k7531jk0/computer/e/a/h/hp-original-imafpfs893zu5mhb.jpeg?q=70,HP,52575,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
713,https://rukminim1.flixcart.com/image/312/312/krf91u80/computer/z/0/m/ideapad-slim-laptop-lenovo-original-imag57x3p7bw8y8b.jpeg?q=70,Lenovo,37890,Intel Core i3,4,Windows,256,0,0.24818224545004886
714,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/o/d/-original-imaghum8xyzz5dm2.jpeg?q=70,DELL,45990,Intel Core i3,8,Windows,512,0,0.2481846130189073
715,https://rukminim1.flixcart.com/image/312/312/ky4qgsw0/computer/j/f/5/240-g8-laptop-hp-original-imagaffva46zgucg.jpeg?q=70,HP,39890,Intel Core i3,8,Windows,512,0,0.2481846130189073
716,https://rukminim1.flixcart.com/image/312/312/l44hyfk0/computer/b/d/y/-original-imagf39qmdjgesc9.jpeg?q=70,Infinix,37990,Intel Core i5,8,Windows,512,0,0.2481846130189073
717,https://rukminim1.flixcart.com/image/312/312/kar44280/computer/f/6/p/asus-na-thin-and-light-laptop-original-imafs92tpthajprz.jpeg?q=70,ASUS,33990,Intel Core i3,4,Windows,256,0,0.24818602865831474
718,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/computer/g/z/g/na-thin-and-light-laptop-avita-original-imag6y5qsuewhwks.jpeg?q=70,Avita,24490,Other AMD Processor,8,Windows,256,0,0.24833347134014375
719,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/v/i/-original-imagggnnxdzu38xy.jpeg?q=70,HP,63290,Intel Core i5,16,Windows,512,0,0.24833583907813359
721,https://rukminim1.flixcart.com/image/312/312/kdoup3k0/computer/e/v/p/hp-original-imafujjhdwjjh9j8.jpeg?q=70,HP,54960,Intel Core i5,8,Windows,512,0,0.2481846130189073
722,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/z/x/14alc7-thin-and-light-laptop-lenovo-original-imaggujjhgppfkfg.jpeg?q=70,Lenovo,61200,AMD Ryzen 5,16,Windows,512,0,0.24833583907813359
726,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/8/a/vostro-5620-thin-and-light-laptop-dell-original-imagkz9fxzcgsnry.jpeg?q=70,DELL,71490,Intel Core i5,16,Windows,512,0,0.24833583907813359
728,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/t/u/-original-imaghhe6ttguxzkq.jpeg?q=70,acer,67990,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
729,https://rukminim1.flixcart.com/image/312/312/jkcwakw0/computer/z/z/t/asus-na-thin-and-light-laptop-original-imaf7qdw3zrazcqz.jpeg?q=70,ASUS,99990,Intel Core i7,16,Windows,512,0,0.2483396209669636
730,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/v/0/tuf-f15-gaming-laptop-asus-original-imagkemfwnsnhzkw.jpeg?q=70,ASUS,104405,Intel Core i7,16,Windows,1000,0,0.24819101433110038
732,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/q/d/n/-original-imagetjymucqggdq.jpeg?q=70,ASUS,94990,Intel Core i5,16,Windows,512,0,0.24833773002254858
733,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/q/2/-original-imagkqwzyzfahqac.jpeg?q=70,HP,43390,Intel Core i3,8,Windows,512,0,0.2481846130189073
734,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/u/d/xps-9315-thin-and-light-laptop-dell-original-imagm5shryf2mgwh.jpeg?q=70,DELL,99990,Intel Core i5,16,Windows,512,0,0.24833583907813359
735,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70,HP,160180,AMD Ryzen 9,32,Windows,1000,0,0.24834169724131627
736,https://rukminim1.flixcart.com/image/312/312/kp2y2kw0/computer/y/0/c/na-thin-and-light-laptop-asus-original-imag3ebnzawky4kn.jpeg?q=70,ASUS,26990,AMD Ryzen 3,4,Windows,256,0,0.24818602865831474
737,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/w/u/gu603zm-k8034ws-gaming-laptop-asus-original-imagghnavdggg92s.jpeg?q=70,ASUS,174990,Intel Core i7,16,Windows,512,0,0.2483396209669636
738,https://rukminim1.flixcart.com/image/312/312/kl5hh8w0/computer/c/j/8/hp-original-imagyckn3hqfgp4y.jpeg?q=70,HP,41960,Intel Core i3,8,Windows,512,0,0.2481846130189073
739,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/j/h/an515-45-gaming-laptop-acer-original-imagkfjta83h2njz.jpeg?q=70,acer,68990,AMD Ryzen 5,8,Windows,512,1000,0.9752971627256398
740,https://rukminim1.flixcart.com/image/312/312/l572ufk0/computer/r/n/k/fx517zc-hn108ws-gaming-laptop-asus-original-imagfxj5nfwkg5s7.jpeg?q=70,ASUS,149610,Intel Core i7,16,Windows,1000,0,0.24819101433110038
741,https://rukminim1.flixcart.com/image/312/312/l13whow0/computer/o/s/h/-original-imagcqvpmys2cmg3.jpeg?q=70,ASUS,63990,Intel Core i5,16,Windows,256,1000,0.9999990617332601
742,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70,Lenovo,27990,Other AMD Processor,4,Windows,256,0,0.24818224545004886
743,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/8/z/-original-imaggsy54zwpjhkp.jpeg?q=70,GIGABYTE,68990,Intel Core i5,16,Windows,512,0,0.24833583907813359
744,https://rukminim1.flixcart.com/image/312/312/kk2wl8w0/computer/f/k/b/na-gaming-laptop-lenovo-original-imafzgdkvx9guy8q.jpeg?q=70,Lenovo,60490,AMD Ryzen 5,8,Windows,256,1000,0.9999681001143707
745,https://rukminim1.flixcart.com/image/312/312/jzrb53k0pkrrdj/computer/t/z/e/acer-na-thin-and-light-laptop-original-imafhnvk5ussrgta.jpeg?q=70,acer,69351,Intel Core i5,8,Windows,512,0,0.2481846130189073
746,https://rukminim1.flixcart.com/image/312/312/l59xq4w0/computer/w/e/b/gv601re-m6012ws-gaming-laptop-asus-original-imagfzchctgpefz6.jpeg?q=70,ASUS,261990,AMD Ryzen 9,32,Windows,1000,0,0.24834266538599994
748,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70,HP,79000,Intel Core i7,16,Windows,512,0,0.24833773002254858
750,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70,HP,64000,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
752,https://rukminim1.flixcart.com/image/312/312/l4bn5ow0/computer/0/s/t/hp-nb-notebook-notebook-hp-original-imagf8sa36dcaqtp.jpeg?q=70,HP,40699,Intel Core i3,8,Windows,512,0,0.2481846130189073
753,https://rukminim1.flixcart.com/image/312/312/ktn9pjk0/computer/b/m/o/na-gaming-laptop-asus-original-imag6xzyryhh82ff.jpeg?q=70,ASUS,269990,Intel Core i9,32,Windows,1000,0,0.24834266538599994
756,https://rukminim1.flixcart.com/image/312/312/keaaavk0/computer/c/q/t/lenovo-na-thin-and-light-laptop-original-imafuzt873zgp9xe.jpeg?q=70,Lenovo,25990,Other Intel Processor,4,Windows,256,0,0.24818224545004886
757,https://rukminim1.flixcart.com/image/312/312/ksru0sw0/computer/d/p/w/15-eh1101au-thin-and-light-laptop-hp-original-imag69prbzxur5qq.jpeg?q=70,HP,50600,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
758,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70,HP,108290,AMD Ryzen 7,16,Windows,512,0,0.24833583907813359
760,https://rukminim1.flixcart.com/image/312/312/kruyw7k0/computer/f/i/u/na-thin-and-light-laptop-lenovo-original-imag5jy6fsm2yx4q.jpeg?q=70,Lenovo,37990,Intel Core i3,8,Other,256,0,0.24832968951616843
761,https://rukminim1.flixcart.com/image/312/312/ky90scw0/computer/q/4/8/vivobook-14-thin-and-light-laptop-asus-original-imagajf5gqrgsgzp.jpeg?q=70,ASUS,38990,Intel Core i3,8,Windows,512,0,0.2481865046555032
762,https://rukminim1.flixcart.com/image/312/312/l48s9zk0/computer/6/z/k/hp-laptop-255-g8-notebook-notebook-hp-original-imagf6hthg9zbxug.jpeg?q=70,HP,35960,AMD Ryzen 3,8,Windows,512,0,0.2481846130189073
764,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/q/x/r/hp-original-imaftyzachgrav8f.jpeg?q=70,HP,80000,AMD Ryzen 5,8,Windows,256,1000,0.9999681001143707
765,https://rukminim1.flixcart.com/image/312/312/kwgpz0w0/computer/s/x/v/x415ea-ek302ws-laptop-asus-original-imag94tepsgcgrgk.jpeg?q=70,ASUS,30990,Intel Core i3,4,Windows,256,0,0.24818602865831474
766,https://rukminim1.flixcart.com/image/312/312/l2dmky80/computer/l/c/g/-original-imagdqdyewdfx452.jpeg?q=70,ASUS,45990,Intel Core i3,8,Windows,256,1000,0.999969038465635
768,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/3/k/m/inspiron-3525-thin-and-light-laptop-dell-original-imagjh6qw5frxv8h.jpeg?q=70,DELL,50890,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
769,https://rukminim1.flixcart.com/image/312/312/kqe3low0/computer/m/g/r/inspiron-7415-2-in-1-laptop-dell-original-imag4ewka4uhnx4w.jpeg?q=70,DELL,85990,AMD Ryzen 7,16,Windows,512,0,0.24833583907813359
770,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70,HP,122560,AMD Ryzen 7,16,Windows,512,0,0.24833583907813359
772,https://rukminim1.flixcart.com/image/312/312/kiew3gw0/computer/q/p/u/asus-original-imafy7hcewzzkvj9.jpeg?q=70,ASUS,73990,Intel Core i5,8,Windows,512,0,0.2481865046555032
773,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/keyboard-skin/k/j/i/laptop-premium-keyboard-cover-protector-fit-with-victus-by-hp-original-imag8njdqea2ucrh.jpeg?q=70,HP,121677,AMD Ryzen 7,16,Windows,512,0,0.24833583907813359
774,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/w/-original-imagg5jscr4hcuqc.jpeg?q=70,Lenovo,39990,Intel Core i3,8,Windows,512,0,0.2481846130189073
776,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/j/k/m/vostro-5625-thin-and-light-laptop-dell-original-imagkz88uc9ekuxa.jpeg?q=70,DELL,63331,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
777,https://rukminim1.flixcart.com/image/312/312/ku5ufm80/computer/2/d/3/na-thin-and-light-laptop-dell-original-imag7cst7unghqek.jpeg?q=70,DELL,43490,Intel Core i3,8,Windows,0,1000,0.9687342011125857
778,https://rukminim1.flixcart.com/image/312/312/kr2e3680/computer/5/a/l/na-thin-and-light-laptop-asus-original-imag4yygqdqkpnpg.jpeg?q=70,ASUS,25990,Other Intel Processor,4,Other,0,1000,0.968695457532929
780,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/s/a/16-n0049ax-gaming-laptop-hp-original-imaghwptyggvfjjd.jpeg?q=70,HP,136000,AMD Ryzen 7,16,Windows,1000,0,0.24818907729853307
781,https://rukminim1.flixcart.com/image/312/312/kf8kvbk0/computer/f/x/f/asus-original-imafvq243ppg4hax.jpeg?q=70,ASUS,81990,Intel Core i5,8,Windows,0,1000,0.9687351697218363
782,https://rukminim1.flixcart.com/image/312/312/computer/x/4/g/acer-aspire-notebook-original-imaeqcx3tpzq5cna.jpeg?q=70,acer,119990,Intel Core i7,8,Windows,256,0,0.2483372531641191
784,https://rukminim1.flixcart.com/image/312/312/kxf0jgw0/computer/j/6/v/m7600qe-l2058ts-laptop-asus-original-imag9vrmhh3t7tsy.jpeg?q=70,ASUS,130500,AMD Ryzen 9,16,Windows,1000,0,0.24819004581481674
785,https://rukminim1.flixcart.com/image/312/312/jmkwya80/computer/b/y/h/lenovo-na-thin-and-light-laptop-original-imaf9gh6z9fhaufa.jpeg?q=70,Lenovo,86000,Intel Core i7,8,Windows,512,0,0.2481865046555032
786,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/k/w/y/na-thin-and-light-laptop-asus-original-imag5bhxcm7ygyh7.jpeg?q=70,ASUS,79990,AMD Ryzen 7,16,Windows,1000,0,0.24819004581481674
788,https://rukminim1.flixcart.com/image/312/312/j6dxaq80/computer/q/u/6/msi-na-gaming-laptop-original-imaewuvq7gmqcfa3.jpeg?q=70,MSI,59990,Intel Core i7,8,Other,0,1000,0.9687342011125857
789,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/r/g/-original-imagmmnpxpeaggaa.jpeg?q=70,Lenovo,119990,Intel Core i7,16,Windows,512,0,0.24833773002254858
790,https://rukminim1.flixcart.com/image/312/312/l26hdow0/computer/d/r/a/g15-5521-se-gaming-laptop-dell-original-imagdktezaswjvsk.jpeg?q=70,DELL,84990,Intel Core i5,16,Windows,512,0,0.24833583907813359
792,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/e/u/f/ga503rm-hq030ws-gaming-laptop-asus-original-imagfyjedtcx2vfw.jpeg?q=70,ASUS,189990,AMD Ryzen 7,16,Windows,1000,0,0.24819004581481674
793,https://rukminim1.flixcart.com/image/312/312/jmkwya80/computer/g/a/5/lenovo-na-thin-and-light-laptop-original-imaf9gh6stqkvph3.jpeg?q=70,Lenovo,74990,Intel Core i5,8,Windows,512,0,0.2481846130189073
794,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70,HP,68690,Intel Core i5,8,Windows,256,1000,0.9999681001143707
796,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/r/t/14-ek0088tu-thin-and-light-laptop-hp-original-imagh89bdga9fcys.jpeg?q=70,HP,92070,Intel Core i7,16,Windows,512,0,0.24833773002254858
797,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/m/q/7/vostro-3425-thin-and-light-laptop-dell-original-imagf4mth22ydgqs.jpeg?q=70,DELL,57890,AMD Ryzen 5,16,Windows,512,0,0.24833583907813359
798,https://rukminim1.flixcart.com/image/312/312/kr3tj0w0/computer/j/3/s/na-notebook-msi-original-imag4z5jfc9bzwyq.jpeg?q=70,MSI,180990,Intel Core i7,16,Windows,1000,0,0.24819004581481674
800,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/t/q/2/-original-imagkqwzyzfahqac.jpeg?q=70,HP,62990,Intel Core i5,8,Windows,512,0,0.2481846130189073
801,https://rukminim1.flixcart.com/image/312/312/js0o9zk0/computer/h/g/2/hp-na-2-in-1-laptop-original-imafdzjsg9c7csh5.jpeg?q=70,HP,136590,Intel Core i5,8,Windows,256,0,0.24833347134014375
802,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/x/o/15-eg2091t-thin-and-light-laptop-hp-original-imagmf9fvrzr8y4d.jpeg?q=70,HP,73070,Intel Core i5,16,Windows,512,0,0.24833583907813359
804,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/o/d/8/vivobook-pro-15-k6502hcb-gaming-laptop-asus-original-imaghhuhd9mz6sbk.jpeg?q=70,ASUS,88990,Intel Core i9,16,Windows,512,0,0.24833773002254858
805,https://rukminim1.flixcart.com/image/312/312/kbqu4cw0/computer/t/d/f/hp-original-imaftyzafphshjge.jpeg?q=70,HP,40250,Intel Core i3,8,Windows,0,1000,0.9687342011125857
806,https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70,DELL,61890,Intel Core i5,8,Windows,256,1000,0.9999681001143707
807,https://rukminim1.flixcart.com/image/312/312/krjjde80/computer/b/q/h/na-gaming-laptop-hp-original-imag5bg5uwgmhmqj.jpeg?q=70,HP,62180,Intel Core i5,8,Windows,512,0,0.2481846130189073
808,https://rukminim1.flixcart.com/image/312/312/kd69z0w0/computer/m/3/u/hp-original-imafu4xzyz5kcr6n.jpeg?q=70,HP,97500,Intel Core i5,16,Windows,512,0,0.24833583907813359
809,https://rukminim1.flixcart.com/image/312/312/jraycnk0/computer/w/z/y/asus-na-thin-and-light-laptop-original-imafd3g96rxzxgkn.jpeg?q=70,ASUS,74490,Intel Core i5,8,Windows,512,0,0.2481865046555032
810,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/y/w/x/gv301ra-li030ws-thin-and-light-laptop-asus-original-imagfyg7mmnyhfmz.jpeg?q=70,ASUS,167990,AMD Ryzen 7,32,Windows,1000,0,0.24834266538599994
811,https://rukminim1.flixcart.com/image/312/312/ks99aq80/computer/y/z/7/na-gaming-laptop-lenovo-original-imag5ve3jvhgvsnx.jpeg?q=70,Lenovo,73990,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
812,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/g/8/ux3402za-km732ws-laptop-asus-original-imagjsc2uxesmmbs.jpeg?q=70,ASUS,104990,Intel Core i7,16,Windows,512,0,0.2483396209669636
813,https://rukminim1.flixcart.com/image/312/312/jfk00i80/computer/q/k/u/msi-na-gaming-laptop-original-imaf3zv7xszzuqej.jpeg?q=70,MSI,149990,Intel Core i7,16,Windows,512,0,0.24833773002254858
814,https://rukminim1.flixcart.com/image/312/312/kubk70w0/computer/w/q/e/inspiron-3511-laptop-dell-original-imag7guhghwehqbf.jpeg?q=70,DELL,42800,Intel Core i3,8,Windows,512,0,0.2481846130189073
815,https://rukminim1.flixcart.com/image/312/312/l3rmzrk0/computer/z/2/c/-original-imagetjyhhtrtkdg.jpeg?q=70,ASUS,85990,AMD Ryzen 7,16,Windows,512,0,0.24833773002254858
816,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/2/u/m/16-e0162ax-gaming-laptop-hp-original-imag9g7ytxnpfvxh.jpeg?q=70,HP,59000,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
820,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/z/l/inspiron-3511-laptop-dell-original-imaggsc8tfurzfry.jpeg?q=70,DELL,62779,Intel Core i5,8,Windows,512,0,0.2481846130189073
821,https://rukminim1.flixcart.com/image/312/312/kylvr0w0/computer/x/k/c/inspiron-laptop-dell-original-imagat4jfka6hv5q.jpeg?q=70,DELL,46490,Intel Core i3,8,Windows,256,1000,0.9999681001143707
822,https://rukminim1.flixcart.com/image/312/312/khdqnbk0/computer/e/6/n/apple-original-imafxfyq4agsgysn.jpeg?q=70,APPLE,129990,Other,8,Mac,512,0,0.2481827213823114
824,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/b/j/-original-imagjfgy6ghyqssh.jpeg?q=70,Infinix,52990,Intel Core i7,16,Windows,512,0,0.24833773002254858
825,https://rukminim1.flixcart.com/image/312/312/kulk9zk0/computer/f/t/w/15-ec2075ax-gaming-laptop-hp-original-imag7nyzhxqc7xhh.jpeg?q=70,HP,72990,AMD Ryzen 5,8,Windows,512,0,0.2481846130189073
826,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/5/i/3/ga402rjz-l4135ws-thin-and-light-laptop-asus-original-imagmm76favtvwjx.jpeg?q=70,ASUS,176990,AMD Ryzen 7,16,Windows,1000,0,0.24819004581481674
828,https://rukminim1.flixcart.com/image/312/312/kz4gh3k0/computer/n/e/x/fx506lh-hn258ws-gaming-laptop-asus-original-imagb7hfzhmv6v9y.jpeg?q=70,ASUS,59990,Intel Core i5,8,Windows,512,0,0.2481865046555032
829,https://rukminim1.flixcart.com/image/312/312/kzvlua80/computer/e/y/f/vostro-3510-thin-and-light-laptop-dell-original-imagbsn5hgcnmxqs.jpeg?q=70,DELL,44990,Intel Core i3,8,Windows,256,1000,0.9999681001143707
830,https://rukminim1.flixcart.com/image/312/312/l45xea80/computer/e/x/b/-original-imagf4ghfjtdpb3z.jpeg?q=70,HP,61000,Intel Core i5,8,Windows,512,0,0.2481846130189073
832,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/8/j/g/15s-eq1561au-thin-and-light-laptop-hp-original-imaggsgrjfzpawqa.jpeg?q=70,HP,31490,AMD Ryzen 3,8,Windows,256,0,0.24833347134014375
833,https://rukminim1.flixcart.com/image/312/312/k9he0sw0/computer/m/h/d/microsoft-original-imafr9qyecvfeyta.jpeg?q=70,MICROSOFT,99990,AMD Ryzen 5,8,Windows,128,0,0.24844102044598007
834,https://rukminim1.flixcart.com/image/312/312/l58iaa80/computer/n/d/u/ga503rm-hq030ws-gaming-laptop-asus-original-imagfyjexnzcas5v.jpeg?q=70,ASUS,166990,AMD Ryzen 9,16,Windows,1000,0,0.24819004581481674
836,https://rukminim1.flixcart.com/image/312/312/l3bx5e80/computer/c/e/s/e410ka-bv101ws-laptop-asus-original-imagegwmyhapshks.jpeg?q=70,ASUS,28960,Other Intel Processor,8,Windows,256,0,0.2483372531641191
837,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/0/c/g5-ke-52in213sh-gaming-laptop-gigabyte-original-imagk2b6meaukhkh.jpeg?q=70,GIGABYTE,94990,Intel Core i5,16,Windows,512,0,0.24833583907813359
838,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/l/t/q/16-e1062ax-gaming-laptop-hp-original-imagfgqgzbrzchfq.jpeg?q=70,HP,94990,AMD Ryzen 7,8,Windows,512,0,0.2481846130189073
840,https://rukminim1.flixcart.com/image/312/312/ke353m80/computer/p/q/m/msi-original-imafuurxjxzy4zcn.jpeg?q=70,MSI,59990,Intel Core i5,8,Windows,512,0,0.2481846130189073
842,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/q/t/6/-original-imagdv4ykwrjxbmh.jpeg?q=70,ASUS,22990,Other Intel Processor,4,Other,512,0,0.24808625648758728
844,https://rukminim1.flixcart.com/image/312/312/l0fm07k0/computer/d/5/t/k513ea-l303ws-laptop-asus-original-imagc88bh6wbzntn.jpeg?q=70,ASUS,42550,Intel Core i3,8,Windows,256,0,0.2483372531641191
845,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/u/z/-original-imagmxurgcshfkx7.jpeg?q=70,Infinix,29990,Intel Core i3,8,Windows,256,0,0.24833347134014375
